t_s,h_km,V_mps,gamma_deg,m_kg,phi_deg,sigma,phase
21.650928313556275,1.355801007911563,490.25754772430895,15.564121449871035,444805.49343160953,85.3396286745775,1.0,pitch-over
21.700932297734628,1.3623874358460306,490.4163938807334,15.601117553595667,444678.0187481592,85.31962708090614,1.0,pitch-over
21.75093628191298,1.3689912524679675,490.5757965789798,15.638102556802611,444550.54406470875,85.2996254872348,1.0,pitch-over
21.800940266091335,1.375612467831932,490.7357559803317,15.675076354406634,444423.06938125833,85.27962389356347,1.0,pitch-over
21.850944250269688,1.382251091993414,490.8962722449842,15.7120388414935,444295.594697808,85.25962229989213,1.0,pitch-over
21.90094823444804,1.3889071350041777,491.05734553204627,15.748989913321116,444168.12001435756,85.23962070622078,1.0,pitch-over
21.950952218626394,1.3955806069206447,491.21897599954303,15.785929465320631,444040.6453309072,85.21961911254944,1.0,pitch-over
22.000956202804748,1.4022715177973732,491.3811638044176,15.822857393097562,443913.1706474568,85.1996175188781,1.0,pitch-over
22.050960186983097,1.4089798776842655,491.5439091025332,15.859773592432889,443785.69596400636,85.17961592520676,1.0,pitch-over
22.10096417116145,1.4157056966377422,491.7072120486751,15.896677959284206,443658.221280556,85.15961433153542,1.0,pitch-over
22.150968155339804,1.422448984708637,491.8710727965532,15.933570389786748,443530.7465971056,85.13961273786408,1.0,pitch-over
22.200972139518157,1.4292097519505769,492.03549149880394,15.970450780254527,443403.2719136552,85.11961114419273,1.0,pitch-over
22.25097612369651,1.4359880084171892,492.20046830699204,16.007319027181442,443275.7972302048,85.0996095505214,1.0,pitch-over
22.300980107874864,1.4427837641593069,492.3660033716135,16.0441750272423,443148.3225467544,85.07960795685005,1.0,pitch-over
22.350984092053217,1.4495970292305573,492.53209684209713,16.08101867729396,443020.847863304,85.05960636317872,1.0,pitch-over
22.40098807623157,1.4564278136817739,492.6987488668072,16.11784987437636,442893.3731798536,85.03960476950736,1.0,pitch-over
22.450992060409924,1.463276127565652,492.86595959304543,16.1546685157136,442765.89849640324,85.01960317583604,1.0,pitch-over
22.500996044588277,1.4701419809330254,493.03372916705337,16.191474498714992,442638.4238129528,84.99960158216469,1.0,pitch-over
22.55100002876663,1.4770253838365897,493.2020577340147,16.228267720976145,442510.9491295024,84.97959998849333,1.0,pitch-over
22.601004012944983,1.4839263463271781,493.37094543805733,16.265048080279985,442383.47444605205,84.95959839482201,1.0,pitch-over
22.651007997123337,1.4908448784565553,493.54039242225616,16.3018154745978,442255.9997626016,84.93959680115067,1.0,pitch-over
22.70101198130169,1.497780990274623,493.71039882863494,16.338569802090298,442128.5250791512,84.91959520747932,1.0,pitch-over
22.751015965480043,1.504734691833146,493.8809647981689,16.37531096110865,442001.05039570085,84.89959361380798,1.0,pitch-over
22.801019949658397,1.5117059931838885,494.0520904707872,16.412038850195458,441873.57571225043,84.87959202013664,1.0,pitch-over
22.85102393383675,1.518694904377684,494.22377598537497,16.44875336808586,441746.1010288,84.85959042646529,1.0,pitch-over
22.901027918015103,1.525701435463503,494.39602147977604,16.485454413708485,441618.62634534965,84.83958883279396,1.0,pitch-over
22.951031902193456,1.5327255964931101,494.5688270907954,16.52214188618648,441491.15166189923,84.81958723912261,1.0,pitch-over
23.00103588637181,1.5397673975154758,494.74219295420164,16.558815684838542,441363.6769784489,84.79958564545127,1.0,pitch-over
23.051039870550163,1.5468268485842274,494.9161192047289,16.595475709179862,441236.20229499845,84.77958405177992,1.0,pitch-over
23.101043854728516,1.5539039597483353,495.09060597608016,16.632121858923185,441108.72761154803,84.7595824581086,1.0,pitch-over
23.15104783890687,1.5609987410577013,495.2656534009294,16.66875403397973,440981.2529280977,84.73958086443724,1.0,pitch-over
23.201051823085223,1.568111202562228,495.44126161092396,16.70537213446026,440853.77824464726,84.7195792707659,1.0,pitch-over
23.251055807263576,1.575241354313679,495.61743073668714,16.74197606067594,440726.3035611969,84.69957767709457,1.0,pitch-over
23.30105979144193,1.5823892063610256,495.79416090782115,16.77856571313942,440598.8288777465,84.67957608342323,1.0,pitch-over
23.351063775620283,1.5895547687551006,495.9714522529092,16.81514099256573,440471.35419429606,84.65957448975188,1.0,pitch-over
23.401067759798636,1.5967380515467375,496.1493048995184,16.85170179987328,440343.8795108457,84.63957289608055,1.0,pitch-over
23.45107174397699,1.6039390647849068,496.32771897420224,16.888248036184773,440216.4048273953,84.6195713024092,1.0,pitch-over
23.501075728155342,1.6111578185204416,496.50669460250305,16.924779602828195,440088.93014394486,84.59956970873786,1.0,pitch-over
23.551079712333696,1.6183943228041753,496.6862319089553,16.96129640133772,439961.4554604945,84.57956811506652,1.0,pitch-over
23.601083696512045,1.6256485876850784,496.8663310170875,16.997798333454654,439833.9807770441,84.55956652139518,1.0,pitch-over
23.6510876806904,1.6329206232158466,497.04699204942534,17.0342853011284,439706.5060935937,84.53956492772383,1.0,pitch-over
23.701091664868752,1.6402104394445196,497.2282151274942,17.07075720651732,439579.0314101433,84.51956333405249,1.0,pitch-over
23.751095649047105,1.6475180464237928,497.4100003718221,17.107213951989703,439451.5567266929,84.49956174038115,1.0,pitch-over
23.80109963322546,1.6548434542007744,497.5923479019421,17.143655440124647,439324.0820432425,84.47956014670982,1.0,pitch-over
23.851103617403812,1.6621866728290915,497.7752578363952,17.180081573712975,439196.6073597921,84.45955855303846,1.0,pitch-over
23.901107601582165,1.6695477123595774,497.95873029273355,17.21649225575815,439069.13267634175,84.43955695936714,1.0,pitch-over
23.95111158576052,1.6769265828402713,498.14276538752233,17.25288738947714,438941.6579928913,84.41955536569579,1.0,pitch-over
24.00111556993887,1.6843232943248003,498.3273632363433,17.2892668783013,438814.1833094409,84.39955377202445,1.0,pitch-over
24.051119554117225,1.6917378568630665,498.5125239537974,17.325630625877302,438686.70862599055,84.37955217835311,1.0,pitch-over
24.101123538295578,1.6991702805068345,498.69824765350756,17.361978536067966,438559.23394254013,84.35955058468177,1.0,pitch-over
24.151127522473928,1.7066205753050745,498.88453444812154,17.39831051295313,438431.75925908977,84.33954899101042,1.0,pitch-over
24.20113150665228,1.714088751311414,499.0713844493147,17.43462646083055,438304.28457563935,84.3195473973391,1.0,pitch-over
24.251135490830634,1.7215748185776174,499.25879776779317,17.47092628421671,438176.80989218893,84.29954580366774,1.0,pitch-over
24.301139475008988,1.7290787871545181,499.44677451329665,17.507209887847697,438049.3352087386,84.2795442099964,1.0,pitch-over
24.35114345918734,1.7366006670938805,499.63531479460113,17.543477176680046,437921.86052528815,84.25954261632505,1.0,pitch-over
24.401147443365694,1.7441404684484005,499.824418719522,17.579728055891568,437794.38584183773,84.23954102265373,1.0,pitch-over
24.451151427544048,1.7516982012698428,500.01408639491694,17.6159624308822,437666.9111583874,84.21953942898237,1.0,pitch-over
24.5011554117224,1.759273875610903,500.204317926689,17.65218020727481,437539.43647493696,84.19953783531103,1.0,pitch-over
24.551159395900754,1.7668675015233457,500.3951134197893,17.688381290916023,437411.9617914866,84.1795362416397,1.0,pitch-over
24.601163380079107,1.774479089120403,500.58647297287325,17.72456558728346,437284.4871080362,84.15953464796836,1.0,pitch-over
24.65116736425746,1.7821086485767736,500.7783966778881,17.760733001446457,437157.01242458576,84.139533054297,1.0,pitch-over
24.701171348435814,1.7897561899442225,500.97088463737055,17.796883439985297,437029.5377411354,84.11953146062568,1.0,pitch-over
24.751175332614167,1.7974217232679948,501.16393695329845,17.833016809748905,436902.063057685,84.09952986695433,1.0,pitch-over
24.80117931679252,1.8051052585933358,501.35755372669354,17.869133017811087,436774.5883742346,84.07952827328299,1.0,pitch-over
24.851183300970874,1.8128068059673532,501.5517350576241,17.905231971471377,436647.1136907842,84.05952667961165,1.0,pitch-over
24.901187285149227,1.8205263754371555,501.74648104520895,17.941313578255844,436519.6390073338,84.03952508594031,1.0,pitch-over
24.95119126932758,1.8282639770498499,501.9417917876203,17.97737774591791,436392.1643238834,84.01952349226896,1.0,pitch-over
25.001195253505934,1.8360196208553388,502.1376673820871,18.013424382439194,436264.689640433,83.99952189859762,1.0,pitch-over
25.051199237684287,1.8437933168997989,502.33410792489883,18.049453396030287,436137.2149569826,83.97952030492628,1.0,pitch-over
25.10120322186264,1.851585075231269,502.5311135114085,18.08546469513155,436009.7402735322,83.95951871125494,1.0,pitch-over
25.151207206040993,1.8593949059005828,502.7286842360359,18.121458188413943,435882.2655900818,83.93951711758359,1.0,pitch-over
25.201211190219347,1.8672228189567104,502.9268201922715,18.15743378477977,435754.79090663145,83.91951552391227,1.0,pitch-over
25.2512151743977,1.8750688244486227,503.1255214726796,18.193391393363484,435627.316223181,83.89951393024091,1.0,pitch-over
25.301219158576053,1.8829329324262216,503.3247881689014,18.22933092353245,435499.8415397306,83.87951233656958,1.0,pitch-over
25.351223142754407,1.8908151529440655,503.5246203716592,18.265252284887715,435372.36685628025,83.85951074289824,1.0,pitch-over
25.40122712693276,1.8987154960474,503.725018170759,18.301155387264757,435244.89217282983,83.8395091492269,1.0,pitch-over
25.451231111111113,1.9066339717926457,503.92598165509463,18.33704014073425,435117.4174893794,83.81950755555555,1.0,pitch-over
25.501235095289466,1.9145705902306362,504.127510912651,18.372906455602788,434989.94280592905,83.79950596188422,1.0,pitch-over
25.55123907946782,1.9225253614131361,504.3296060305075,18.40875424241365,434862.46812247863,83.77950436821287,1.0,pitch-over
25.601243063646173,1.9304982953947039,504.5322670948413,18.444583411947505,434734.9934390283,83.75950277454153,1.0,pitch-over
25.651247047824526,1.9384894022271038,504.73549419093155,18.48039387522316,434607.51875557785,83.73950118087019,1.0,pitch-over
25.70125103200288,1.9464986919667573,504.9392874031619,18.516185543498256,434480.04407212744,83.71949958719885,1.0,pitch-over
25.75125501618123,1.9545261746682228,505.1436468150252,18.551958328269976,434352.5693886771,83.6994979935275,1.0,pitch-over
25.801259000359583,1.962571860384196,505.3485725091257,18.58771214127579,434225.09470522666,83.67949639985616,1.0,pitch-over
25.851262984537936,1.9706357591710986,505.554064567184,18.62344689449408,434097.6200217763,83.65949480618482,1.0,pitch-over
25.90126696871629,1.9787178810881452,505.76012307003947,18.659162500144895,433970.1453383259,83.63949321251349,1.0,pitch-over
25.951270952894642,1.986818236188963,505.96674809765443,18.694858870690595,433842.67065487546,83.61949161884213,1.0,pitch-over
26.001274937072996,1.9949368345309049,506.17393972911754,18.73053591883654,433715.1959714251,83.59949002517081,1.0,pitch-over
26.05127892125135,2.0030736861750484,506.38169804264743,18.766193557531754,433587.7212879747,83.57948843149946,1.0,pitch-over
26.101282905429702,2.0112288011750206,506.5900231155963,18.801831699969597,433460.24660452426,83.55948683782812,1.0,pitch-over
26.151286889608055,2.0194021895946936,506.79891502445355,18.83745025958839,433332.7719210739,83.53948524415678,1.0,pitch-over
26.20129087378641,2.0275938614904883,507.0083738448494,18.873049150072106,433205.2972376235,83.51948365048544,1.0,pitch-over
26.251294857964762,2.0358038269244134,507.21839965155846,18.90862828535098,433077.8225541731,83.49948205681409,1.0,pitch-over
26.301298842143115,2.0440320959575473,507.4289925185035,18.944187579602147,432950.3478707227,83.47948046314275,1.0,pitch-over
26.35130282632147,2.0522786786509677,507.6401525187589,18.979726947250267,432822.8731872723,83.45947886947141,1.0,pitch-over
26.401306810499822,2.060543585064821,507.8518797245546,19.015246302968162,432695.3985038219,83.43947727580007,1.0,pitch-over
26.451310794678175,2.0688268252648414,508.0641742072795,19.05074556167741,432567.9238203715,83.41947568212872,1.0,pitch-over
26.50131477885653,2.0771284093130378,508.2770360374853,19.086224638548956,432440.4491369211,83.3994740884574,1.0,pitch-over
26.551318763034878,2.0854483472742142,508.49046528489015,19.12168344900371,432312.9744534707,83.37947249478604,1.0,pitch-over
26.60132274721323,2.0937866492113097,508.70446201838223,19.157121908713158,432185.4997700203,83.3594709011147,1.0,pitch-over
26.651326731391585,2.1021433251909913,508.91902630602385,19.192539933599914,432058.02508656995,83.33946930744337,1.0,pitch-over
26.701330715569938,2.110518385279924,509.1341582150546,19.22793743983832,431930.55040311953,83.31946771377203,1.0,pitch-over
26.75133469974829,2.118911839544773,509.3498578118955,19.26331434385501,431803.0757196691,83.29946612010067,1.0,pitch-over
26.801338683926645,2.127323698052205,509.5661251621527,19.298670562329487,431675.60103621875,83.27946452642935,1.0,pitch-over
26.851342668104998,2.1357539708698168,509.7829603306208,19.33400601219466,431548.12635276833,83.259462932758,1.0,pitch-over
26.90134665228335,2.144202668067999,510.0003633812874,19.36932061063742,431420.651669318,83.23946133908666,1.0,pitch-over
26.951350636461704,2.152669799717143,510.21833437733613,19.404614275099142,431293.17698586755,83.21945974541532,1.0,pitch-over
27.001354620640058,2.161155375885777,510.43687338115063,19.43988692327628,431165.70230241714,83.19945815174398,1.0,pitch-over
27.05135860481841,2.1696594066442922,510.6559804543186,19.475138473120843,431038.2276189668,83.17945655807263,1.0,pitch-over
27.101362588996764,2.178181902067736,510.87565565763504,19.51036884284097,430910.75293551636,83.15945496440129,1.0,pitch-over
27.151366573175117,2.186722872225568,511.09589905110676,19.54557795090138,430783.278252066,83.13945337072995,1.0,pitch-over
27.20137055735347,2.195282327193767,511.31671069395554,19.58076571602396,430655.8035686156,83.11945177705861,1.0,pitch-over
27.251374541531824,2.203860277044587,511.5380906446223,19.6159320571882,430528.32888516516,83.09945018338726,1.0,pitch-over
27.301378525710177,2.2124567318540067,511.76003896077077,19.65107689363172,430400.8542017148,83.07944858971594,1.0,pitch-over
27.35138250988853,2.2210717016980053,511.98255569929125,19.686200144850776,430273.3795182644,83.05944699604458,1.0,pitch-over
27.401386494066884,2.22970519665163,512.2056409163048,19.721301730600683,430145.90483481396,83.03944540237325,1.0,pitch-over
27.451390478245237,2.2383572267955167,512.4292946671666,19.756381570896384,430018.4301513636,83.01944380870191,1.0,pitch-over
27.50139446242359,2.2470278022047134,512.6535170064701,19.791439586012817,429890.9554679132,82.99944221503057,1.0,pitch-over
27.551398446601944,2.255716932958923,512.8783079880509,19.826475696485435,429763.4807844628,82.97944062135922,1.0,pitch-over
27.601402430780297,2.264424629139714,513.1036676649902,19.861489823110674,429636.0061010124,82.95943902768788,1.0,pitch-over
27.651406414958647,2.2731509008267894,513.3295960896193,19.896481886946344,429508.531417562,82.93943743401654,1.0,pitch-over
27.701410399137,2.2818957581026478,513.556093313523,19.931451809312126,429381.0567341116,82.9194358403452,1.0,pitch-over
27.751414383315353,2.290659211047925,513.7831593875435,19.96639951178999,429253.5820506612,82.89943424667385,1.0,pitch-over
27.801418367493707,2.299441269748844,514.0107943617845,20.001324916224597,429126.10736721085,82.87943265300252,1.0,pitch-over
27.85142235167206,2.3082419442879036,514.2389982856151,20.036227944723752,428998.6326837604,82.85943105933117,1.0,pitch-over
27.901426335850413,2.3170612447503953,514.4677712076735,20.07110851965881,428871.15800031,82.83942946565983,1.0,pitch-over
27.951430320028766,2.3258991812234746,514.697113175871,20.10596656366508,428743.68331685965,82.8194278719885,1.0,pitch-over
28.00143430420712,2.3347557637942953,514.9270242373959,20.140801999642225,428616.20863340923,82.79942627831714,1.0,pitch-over
28.051438288385473,2.343631002549082,515.1575044387174,20.175614750754672,428488.7339499588,82.7794246846458,1.0,pitch-over
28.101442272563826,2.3525249075796455,515.3885538255895,20.210404740431976,428361.25926650845,82.75942309097448,1.0,pitch-over
28.15144625674218,2.361437488974072,515.620172443055,20.245171892369203,428233.78458305803,82.73942149730313,1.0,pitch-over
28.201450240920533,2.370368756824173,515.8523603354498,20.27991613052734,428106.3098996077,82.71941990363177,1.0,pitch-over
28.251454225098886,2.3793187212208284,516.0851175464055,20.314637379133625,427978.83521615725,82.69941830996045,1.0,pitch-over
28.30145820927724,2.3882873922586443,516.3184441188553,20.34933556268191,427851.36053270684,82.67941671628911,1.0,pitch-over
28.351462193455593,2.397274780029431,516.5523400950362,20.38401060593305,427723.8858492565,82.65941512261776,1.0,pitch-over
28.401466177633946,2.406280894629657,516.786805516494,20.418662433915205,427596.41116580606,82.63941352894642,1.0,pitch-over
28.4514701618123,2.415305746155791,517.021840424087,20.453290971924194,427468.9364823557,82.61941193527508,1.0,pitch-over
28.501474145990652,2.424349344703369,517.2574448579898,20.487896145523887,427341.4617989053,82.59941034160374,1.0,pitch-over
28.551478130169006,2.4334117003707214,517.493618857697,20.522477880546436,427213.98711545486,82.57940874793239,1.0,pitch-over
28.60148211434736,2.4424928232589735,517.7303624620281,20.557036103092667,427086.5124320045,82.55940715426105,1.0,pitch-over
28.651486098525712,2.4515927234655246,517.9676757091307,20.59157073953238,426959.0377485541,82.53940556058971,1.0,pitch-over
28.701490082704062,2.46071141109243,518.2055586364849,20.62608171650464,426831.5630651037,82.51940396691838,1.0,pitch-over
28.751494066882415,2.469848896242678,518.4440112809061,20.6605689609181,426704.0883816533,82.49940237324704,1.0,pitch-over
28.80149805106077,2.479005189018324,518.6830336785515,20.695032399951277,426576.6136982029,82.47940077957568,1.0,pitch-over
28.851502035239122,2.4881802995260807,518.9226258649213,20.72947196105287,426449.1390147525,82.45939918590435,1.0,pitch-over
28.901506019417475,2.497374237868935,519.1627878748646,20.763887571942004,426321.6643313021,82.43939759223301,1.0,pitch-over
28.95151000359583,2.506587014157325,519.4035197425825,20.798279160608537,426194.1896478517,82.41939599856167,1.0,pitch-over
29.00151398777418,2.5158186384942383,519.6448215016322,20.832646655313333,426066.7149644013,82.39939440489032,1.0,pitch-over
29.051517971952535,2.5250691209929066,519.8866931849316,20.866989984588482,425939.2402809509,82.37939281121898,1.0,pitch-over
29.101521956130888,2.5343384717609734,520.1291348247623,20.901309077237617,425811.76559750055,82.35939121754765,1.0,pitch-over
29.15152594030924,2.543626700911671,520.3721464527748,20.935603862336105,425684.2909140501,82.3393896238763,1.0,pitch-over
29.201529924487595,2.5529338185563684,520.6157280999914,20.969874269231354,425556.8162305997,82.31938803020495,1.0,pitch-over
29.251533908665948,2.562259834809229,520.8598797968109,21.004120227542995,425429.34154714935,82.29938643653362,1.0,pitch-over
29.3015378928443,2.571604759784415,521.1046015730124,21.038341667163145,425301.86686369893,82.27938484286227,1.0,pitch-over
29.351541877022655,2.5809686035998167,521.3498934577594,21.072538518256614,425174.3921802485,82.25938324919093,1.0,pitch-over
29.401545861201008,2.590351376370527,521.5957554796037,21.10671071126113,425046.91749679815,82.2393816555196,1.0,pitch-over
29.45154984537936,2.599753088217229,521.8421876664896,21.14085817688758,424919.44281334773,82.21938006184826,1.0,pitch-over
29.501553829557714,2.609173749256879,522.0891900457577,21.174980846120167,424791.9681298974,82.1993784681769,1.0,pitch-over
29.551557813736068,2.618613369613886,522.3367626441494,21.20907865021664,424664.49344644696,82.17937687450558,1.0,pitch-over
29.60156179791442,2.6280719594089312,522.5849054878103,21.243151520708476,424537.01876299654,82.15937528083423,1.0,pitch-over
29.651565782092774,2.6375495287664235,522.8336186022946,21.27719938940108,424409.5440795462,82.13937368716289,1.0,pitch-over
29.701569766271128,2.6470460878079756,523.0829020125692,21.311222188373968,424282.06939609576,82.11937209349155,1.0,pitch-over
29.751573750449477,2.6565616466654465,523.3327557430176,21.345219849980918,424154.5947126454,82.09937049982021,1.0,pitch-over
29.80157773462783,2.666096215462312,523.583179817444,21.379192306850147,424027.120029195,82.07936890614886,1.0,pitch-over
29.851581718806184,2.675649804328568,523.8341742590773,21.413139491884515,423899.64534574456,82.05936731247752,1.0,pitch-over
29.901585702984537,2.685222423394211,524.0857390905752,21.447061338261598,423772.1706622942,82.03936571880618,1.0,pitch-over
29.95158968716289,2.694814082792029,524.3378743340282,21.480957779433933,423644.6959788438,82.01936412513484,1.0,pitch-over
30.001593671341244,2.70442479265295,524.5905800109637,21.5148287491291,423517.2212953934,81.99936253146349,1.0,pitch-over
30.051597655519597,2.7140545631106945,524.84385614235,21.548674181349874,423389.746611943,81.97936093779217,1.0,pitch-over
30.10160163969795,2.7237034043036403,525.0977027486005,21.582494010374358,423262.2719284926,81.95935934412081,1.0,pitch-over
30.151605623876303,2.733371326365508,525.3521198495774,21.616288170756125,423134.7972450422,81.93935775044947,1.0,pitch-over
30.201609608054657,2.7430583394384014,525.6071074645964,21.650056597324316,423007.3225615918,81.91935615677814,1.0,pitch-over
30.25161359223301,2.752764453658834,525.86266561243,21.683799225183773,422879.8478781414,81.8993545631068,1.0,pitch-over
30.301617576411363,2.76248967916891,526.118794311312,21.717515989715125,422752.373194691,81.87935296943544,1.0,pitch-over
30.351621560589717,2.7722340261116623,526.3754935789411,21.751206826574904,422624.8985112406,81.8593513757641,1.0,pitch-over
30.40162554476807,2.7819975046310574,526.6327634324864,21.784871671695647,422497.42382779025,81.83934978209277,1.0,pitch-over
30.451629528946423,2.791780124873854,526.8906038885892,21.818510461285992,422369.94914433983,81.81934818842143,1.0,pitch-over
30.501633513124776,2.8015818969840183,527.1490149633689,21.852123131830716,422242.4744608894,81.79934659475008,1.0,pitch-over
30.55163749730313,2.8114028311120345,527.4079966724262,21.885709620090882,422114.99977743905,81.77934500107875,1.0,pitch-over
30.601641481481483,2.8212429374083876,527.6675490308475,21.91926986310386,421987.52509398863,81.7593434074074,1.0,pitch-over
30.651645465659836,2.831102226022631,527.9276720532083,21.952803798183396,421860.0504105382,81.73934181373606,1.0,pitch-over
30.70164944983819,2.840980707109906,528.1883657535786,21.98631136291973,421732.57572708785,81.71934022006472,1.0,pitch-over
30.751653434016543,2.850878390821628,528.4496301455257,22.019792495179573,421605.10104363743,81.69933862639338,1.0,pitch-over
30.801657418194893,2.860795287316665,528.7114652421186,22.053247133106204,421477.6263601871,81.67933703272203,1.0,pitch-over
30.851661402373246,2.870731406751089,528.9738710559324,22.0866752151195,421350.15167673666,81.65933543905071,1.0,pitch-over
30.9016653865516,2.8806867592846976,529.2368475990519,22.120076679915993,421222.67699328624,81.63933384537935,1.0,pitch-over
30.951669370729952,2.890661355077289,529.500394883076,22.153451466468862,421095.2023098359,81.61933225170802,1.0,pitch-over
31.001673354908306,2.900655204292387,529.7645129191216,22.18679951402799,420967.72762638546,81.59933065803668,1.0,pitch-over
31.05167733908666,2.9106683170925827,530.0292017178276,22.22012076211999,420840.2529429351,81.57932906436534,1.0,pitch-over
31.101681323265012,2.9207007036441937,530.2944612893594,22.253415150548193,420712.7782594847,81.55932747069399,1.0,pitch-over
31.151685307443366,2.9307523741126063,530.5602916434121,22.286682619392682,420585.30357603426,81.53932587702265,1.0,pitch-over
31.20168929162172,2.940823338667862,530.8266927892154,22.319923109010286,420457.8288925839,81.51932428335131,1.0,pitch-over
31.251693275800072,2.9509136074809357,531.0936647355371,22.35313656003457,420330.3542091335,81.49932268967997,1.0,pitch-over
31.301697259978425,2.9610231907218694,531.3612074906874,22.386322913375846,420202.8795256831,81.47932109600862,1.0,pitch-over
31.35170124415678,2.9711520985653626,531.6293210625231,22.419482110221146,420075.4048422327,81.4593195023373,1.0,pitch-over
31.401705228335132,2.9813003411861136,531.8980054584512,22.452614092034224,419947.9301587823,81.43931790866594,1.0,pitch-over
31.451709212513485,2.991467928760685,532.1672606854331,22.48571880055549,419820.4554753319,81.4193163149946,1.0,pitch-over
31.50171319669184,3.0016548714693636,532.4370867499891,22.518796177802027,419692.9807918815,81.39931472132326,1.0,pitch-over
31.55171718087019,3.0118611794905736,532.7074836582021,22.551846166067538,419565.5061084311,81.37931312765193,1.0,pitch-over
31.601721165048545,3.0220868630083277,532.9784514157211,22.5848687079223,419438.0314249807,81.35931153398057,1.0,pitch-over
31.6517251492269,3.0323319322047757,533.2499900277664,22.617863746213114,419310.5567415303,81.33930994030925,1.0,pitch-over
31.70172913340525,3.0425963972648606,533.5220994991324,22.650831224063282,419183.08205807995,81.3193083466379,1.0,pitch-over
31.751733117583605,3.0528802683791145,533.7947798341928,22.683771084872507,419055.60737462953,81.29930675296656,1.0,pitch-over
31.801737101761958,3.0631835557315497,534.0680310369036,22.7166832723169,418928.1326911791,81.2793051592952,1.0,pitch-over
31.85174108594031,3.0735062695173547,534.3418531108081,22.749567730348822,418800.65800772875,81.25930356562388,1.0,pitch-over
31.90174507011866,3.083848419926129,534.6162460590399,22.78242440319688,418673.18332427833,81.23930197195253,1.0,pitch-over
31.951749054297014,3.0942100171558558,534.8912098843278,22.815253235365848,418545.708640828,81.21930037828119,1.0,pitch-over
32.00175303847537,3.104591071397066,535.1667445889996,22.848054171636544,418418.23395737755,81.19929878460985,1.0,pitch-over
32.05175702265372,3.1149915928533303,535.4428501749854,22.88082715706574,418290.7592739272,81.17929719093851,1.0,pitch-over
32.10176100683208,3.125411591720767,535.7195266438231,22.913572136986165,418163.2845904768,81.15929559726716,1.0,pitch-over
32.151764991010424,3.1358510782020166,535.9967739966606,22.946289057006247,418035.80990702636,81.13929400359584,1.0,pitch-over
32.201768975188784,3.146310062502511,536.2745922342617,22.978977863010176,417908.33522357594,81.11929240992448,1.0,pitch-over
32.25177295936713,3.156788554824889,536.5529813570083,23.011638501157652,417780.8605401256,81.09929081625314,1.0,pitch-over
32.30177694354549,3.1672865653783084,536.8319413649057,23.044270917883885,417653.38585667516,81.0792892225818,1.0,pitch-over
32.35178092772384,3.177804104370065,537.1114722575862,23.076875059899386,417525.9111732248,81.05928762891047,1.0,pitch-over
32.4017849119022,3.188341182012111,537.3915740343131,23.109450874189925,417398.4364897744,81.03928603523912,1.0,pitch-over
32.451788896080544,3.198897808519192,537.6722466939841,23.141998308016326,417270.961806324,81.01928444156778,1.0,pitch-over
32.501792880258904,3.20947399410326,537.9534902351368,23.174517308914396,417143.4871228736,80.99928284789644,1.0,pitch-over
32.55179686443725,3.2200697489837187,538.2353046559509,23.207007824694724,417016.0124394232,80.9792812542251,1.0,pitch-over
32.60180084861561,3.230685083377175,538.5176899542536,23.23946980344263,416888.53775597276,80.95927966055375,1.0,pitch-over
32.65180483279396,3.2413200075058266,538.8006461275228,23.2719031935179,416761.0630725224,80.93927806688242,1.0,pitch-over
32.70180881697232,3.2519745315918698,539.0841731728912,23.30430794355473,416633.588389072,80.91927647321107,1.0,pitch-over
32.75181280115066,3.2626486658602953,539.3682710871504,23.3366840024615,416506.1137056216,80.89927487953973,1.0,pitch-over
32.801816785329024,3.2733424205360935,539.6529398667552,23.36903131942068,416378.6390221712,80.8792732858684,1.0,pitch-over
32.85182076950737,3.2840558058517053,539.9381795078267,23.401349843888564,416251.16433872085,80.85927169219705,1.0,pitch-over
32.90182475368573,3.294788832033053,540.2239900061571,23.433639525595215,416123.6896552704,80.8392700985257,1.0,pitch-over
32.951828737864076,3.305541509317234,540.5103713572132,23.46590031454419,415996.21497182,80.81926850485438,1.0,pitch-over
33.00183272204243,3.316313847937621,540.7973235561404,23.498132161012403,415868.74028836965,80.79926691118303,1.0,pitch-over
33.05183670622078,3.3271058581294493,541.0848465977671,23.53033501554994,415741.26560491923,80.77926531751169,1.0,pitch-over
33.101840690399136,3.3379175501335414,541.3729404766078,23.56250882897985,415613.79092146887,80.75926372384033,1.0,pitch-over
33.15184467457749,3.348748934189789,541.6616051868679,23.59465355239795,415486.31623801845,80.73926213016901,1.0,pitch-over
33.20184865875584,3.3596000205418095,541.950840722447,23.626769137172648,415358.84155456803,80.71926053649766,1.0,pitch-over
33.251852642934196,3.370470819436945,542.2406470769433,23.65885553494469,415231.3668711177,80.69925894282632,1.0,pitch-over
33.30185662711255,3.381361341119744,542.5310242436572,23.690912697627002,415103.89218766725,80.67925734915498,1.0,pitch-over
33.3518606112909,3.392271595839411,542.8219722155952,23.72294057740445,414976.41750421684,80.65925575548364,1.0,pitch-over
33.401864595469256,3.403201593849808,543.1134909854743,23.754939126733614,414848.9428207665,80.63925416181229,1.0,pitch-over
33.45186857964761,3.4141513454020025,543.4055805457253,23.786908298342585,414721.46813731606,80.61925256814096,1.0,pitch-over
33.50187256382596,3.4251208607545123,543.6982408884971,23.818848045230705,414593.9934538657,80.59925097446961,1.0,pitch-over
